Epoch Time,Open,High,Low,Close,VWAP,Volume,Count,Date (UTC),Time (UTC)
1605776400,469.80,470.91,465.20,467.03,467.31,1249.53306495,539,2020-11-19,09:00:00
1605780000,466.86,471.03,465.52,470.12,467.99,1394.80040693,440,2020-11-19,10:00:00
1605783600,469.99,473.81,469.68,473.50,471.14,1474.17320830,434,2020-11-19,11:00:00
1605787200,473.71,475.37,472.77,474.33,473.90,2214.59083380,540,2020-11-19,12:00:00
1605790800,474.11,477.25,474.11,476.91,476.15,1616.80453801,532,2020-11-19,13:00:00
1605794400,476.90,478.66,474.11,478.27,476.93,5712.01735154,773,2020-11-19,14:00:00
1605798000,478.40,479.21,476.11,476.50,477.52,2278.73456286,646,2020-11-19,15:00:00
1605801600,476.31,477.96,473.86,476.10,475.73,2375.53363933,730,2020-11-19,16:00:00
1605805200,476.11,476.11,473.21,474.93,474.62,5150.90281335,648,2020-11-19,17:00:00
1605808800,475.00,476.90,472.99,473.34,474.89,904.26583103,398,2020-11-19,18:00:00
1605812400,473.22,475.00,472.23,474.66,473.36,981.32973593,374,2020-11-19,19:00:00
1605816000,474.66,475.51,473.79,475.51,474.58,1411.48942247,367,2020-11-19,20:00:00
1605819600,475.51,476.70,472.26,472.98,473.98,965.14182516,538,2020-11-19,21:00:00
1605823200,473.00,474.05,472.00,472.71,473.02,1115.60527993,433,2020-11-19,22:00:00
1605826800,472.71,473.30,469.50,471.97,470.86,1447.21575638,486,2020-11-19,23:00:00
1605830400,472.05,473.79,471.56,471.56,472.82,558.48586621,365,2020-11-20,00:00:00
1605834000,471.95,479.71,471.50,479.71,476.46,1668.04224732,670,2020-11-20,01:00:00
1605837600,479.71,483.71,478.88,482.33,481.73,3128.02894354,969,2020-11-20,02:00:00
1605841200,482.51,489.63,482.51,485.01,486.85,7897.22724721,1353,2020-11-20,03:00:00
1605844800,485.01,488.42,485.01,486.62,486.90,2549.17940475,620,2020-11-20,04:00:00
1605848400,486.62,486.99,483.03,485.00,484.87,2990.06226690,509,2020-11-20,05:00:00
1605852000,485.17,485.61,481.81,484.90,483.28,1593.66957514,365,2020-11-20,06:00:00
1605855600,484.91,494.10,484.43,491.60,490.34,8389.88463016,1846,2020-11-20,07:00:00
1605859200,491.79,500.00,490.82,500.00,498.29,14093.34349990,2448,2020-11-20,08:00:00
1605862800,500.00,500.50,492.94,495.99,496.97,6514.82172851,1338,2020-11-20,09:00:00
1605866400,496.00,507.11,494.36,505.51,502.28,4786.00510684,1435,2020-11-20,10:00:00
1605870000,505.52,508.00,503.12,505.48,505.20,3550.10980580,929,2020-11-20,11:00:00
1605873600,505.84,510.01,505.26,505.77,507.75,4666.65166298,1290,2020-11-20,12:00:00
1605877200,505.78,509.26,504.37,508.15,507.22,2926.34001181,934,2020-11-20,13:00:00
1605880800,508.11,511.00,506.17,507.50,508.50,3870.63881001,1133,2020-11-20,14:00:00
1605884400,507.50,507.50,501.13,505.19,504.74,5638.39005101,1447,2020-11-20,15:00:00
1605888000,505.24,509.78,505.24,509.00,508.03,3958.71547682,1125,2020-11-20,16:00:00
1605891600,508.97,514.77,506.78,514.53,511.56,7251.08342648,1533,2020-11-20,17:00:00
1605895200,514.39,514.39,504.07,508.05,509.11,6782.24230249,1785,2020-11-20,18:00:00
1605898800,508.23,511.00,507.00,509.78,509.75,1895.23898367,651,2020-11-20,19:00:00
1605902400,509.98,512.75,507.93,509.99,510.80,4630.22585796,973,2020-11-20,20:00:00
1605906000,509.98,509.98,506.77,509.05,508.55,1666.40667925,669,2020-11-20,21:00:00
1605909600,509.06,509.29,504.38,508.37,506.96,1171.04432651,635,2020-11-20,22:00:00
1605913200,508.37,510.58,505.82,510.38,509.00,6386.22454510,796,2020-11-20,23:00:00
1605916800,510.37,517.98,510.14,516.43,515.13,10004.27147831,2142,2020-11-21,00:00:00
1605920400,516.38,517.44,514.50,514.85,515.88,2688.03511112,677,2020-11-21,01:00:00
1605924000,514.91,518.80,507.28,508.51,513.13,4778.10853443,1413,2020-11-21,02:00:00
1605927600,508.82,512.57,508.06,508.63,510.55,2168.08535445,594,2020-11-21,03:00:00
1605931200,508.63,508.72,502.72,505.51,505.40,3263.92403962,813,2020-11-21,04:00:00
1605934800,505.50,508.83,505.04,508.52,507.11,811.65602005,345,2020-11-21,05:00:00
1605938400,508.52,512.81,508.52,510.32,511.05,1355.11537944,685,2020-11-21,06:00:00
1605942000,510.38,511.96,508.23,510.87,510.28,644.56287605,375,2020-11-21,07:00:00
1605945600,510.71,517.87,510.71,517.87,514.64,1802.25823590,745,2020-11-21,08:00:00
1605949200,517.87,518.07,511.21,512.27,514.87,1894.00655499,927,2020-11-21,09:00:00
1605952800,512.12,515.67,510.59,511.67,513.44,1390.54933127,551,2020-11-21,10:00:00
1605956400,512.17,513.97,508.47,510.01,511.23,1106.01616477,512,2020-11-21,11:00:00
1605960000,510.01,515.87,507.16,514.46,513.11,1830.17186144,699,2020-11-21,12:00:00
1605963600,514.47,524.29,514.36,523.39,520.04,10343.10525139,1770,2020-11-21,13:00:00
1605967200,523.39,534.98,520.95,533.66,526.57,12641.74182372,2319,2020-11-21,14:00:00
1605970800,533.68,540.35,530.50,537.80,535.80,8276.46380518,1944,2020-11-21,15:00:00
1605974400,537.93,547.70,531.08,539.50,540.84,8630.77177044,1480,2020-11-21,16:00:00
1605978000,540.00,545.80,534.25,545.06,540.99,7466.14115773,1722,2020-11-21,17:00:00
1605981600,545.19,545.88,539.97,541.86,542.38,3706.22403099,914,2020-11-21,18:00:00
1605985200,542.04,545.88,538.17,542.45,541.03,2695.49902460,801,2020-11-21,19:00:00
