Epoch Time,Open,High,Low,Close,Volume,Date (UTC),Time (UTC)
1606831200000,589.01,614.62,582.43,611.16,5750.4108433,2020-12-01,14:00:00
1606827600000,577.94,594.99,566.59,589.01,5736.19325826,2020-12-01,13:00:00
1606824000000,616.1,617.63,562.0,577.94,11442.47342005,2020-12-01,12:00:00
1606820400000,628.24,636.4,597.52,616.1,8714.99732182,2020-12-01,11:00:00
1606816800000,615.0,629.02,615.0,628.24,1761.11960229,2020-12-01,10:00:00
1606813200000,609.35,615.0,609.03,615.0,81.27104999,2020-12-01,09:00:00
1606809600000,611.4,612.75,609.02,609.35,248.87688617,2020-12-01,08:00:00
1606806000000,606.25,611.81,605.1,611.4,253.71620499,2020-12-01,07:00:00
1606802400000,608.66,612.48,604.22,606.25,274.31415737,2020-12-01,06:00:00
1606798800000,603.62,608.92,602.24,608.66,723.83470961,2020-12-01,05:00:00
1606795200000,605.35,609.05,602.08,603.62,409.12589297,2020-12-01,04:00:00
1606791600000,611.07,611.32,604.33,605.35,291.36206619,2020-12-01,03:00:00
1606788000000,611.05,612.06,607.85,611.07,265.37616036,2020-12-01,02:00:00
1606784400000,606.04,612.4,603.41,611.05,676.1327465,2020-12-01,01:00:00
1606780800000,616.31,617.75,603.58,606.04,787.49411612,2020-12-01,00:00:00
1606777200000,610.72,617.14,608.97,616.31,718.47521319,2020-11-30,23:00:00
1606773600000,605.23,610.72,602.68,610.72,558.95896379,2020-11-30,22:00:00
1606770000000,605.79,609.28,604.7,605.23,834.06079834,2020-11-30,21:00:00
1606766400000,602.5,607.06,599.28,605.79,1052.55212234,2020-11-30,20:00:00
1606762800000,597.7,604.75,597.5,602.5,1468.93471232,2020-11-30,19:00:00
1606759200000,605.22,608.8,597.47,597.7,1164.22712164,2020-11-30,18:00:00
1606755600000,600.91,608.09,594.34,605.22,2141.3282842,2020-11-30,17:00:00
1606752000000,596.39,614.82,596.39,600.91,3054.87987027,2020-11-30,16:00:00
1606748400000,604.72,610.8,594.11,596.39,3415.96078806,2020-11-30,15:00:00
1606744800000,602.58,613.66,599.44,604.72,3918.4273556,2020-11-30,14:00:00
1606741200000,595.75,605.0,591.53,602.58,2212.41668164,2020-11-30,13:00:00
1606737600000,589.76,597.93,588.97,595.75,1283.55521737,2020-11-30,12:00:00
1606734000000,580.91,591.84,580.76,589.76,1008.09692776,2020-11-30,11:00:00
1606730400000,575.92,583.3,575.92,580.91,1049.93267637,2020-11-30,10:00:00
1606726800000,577.5,579.63,571.06,575.92,362.426292,2020-11-30,09:00:00
1606723200000,585.95,586.15,572.2,577.5,808.81155547,2020-11-30,08:00:00
1606719600000,583.84,588.43,583.52,585.95,1096.3233579,2020-11-30,07:00:00
1606716000000,583.0,584.74,580.68,583.84,918.671682,2020-11-30,06:00:00
1606712400000,585.86,588.31,582.97,583.0,501.49854725,2020-11-30,05:00:00
1606708800000,588.8,589.32,584.2,585.86,381.50500738,2020-11-30,04:00:00
